Commit	Status
feb06732c08f5760778e3e8e56784e79ef01656b	{"reference":"test-pass","rustbook":"test-fail","cargo":"test-fail","nomicon":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","book":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","embedded-book":"test-pass"}
38e57e102046d1b4ad2e9adcba8484b49ca54ec9	{"book":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","cargo":"test-fail","rustbook":"test-fail","edition-guide":"test-pass","embedded-book":"test-pass","reference":"test-pass"}
1e746d7741d44551e9378daf13b8797322aa0b74	{"rustbook":"test-fail","embedded-book":"test-pass","edition-guide":"test-pass","book":"test-pass","cargotest":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","nomicon":"test-pass"}
70c7e4d21c7249af4222a10d09dc03286aa1e787	{"cargotest":"test-fail","rust-by-example":"test-pass","edition-guide":"test-pass","cargo":"test-fail","reference":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","embedded-book":"test-pass","book":"test-pass","rustbook":"test-fail"}
f06b7c59a383d51eee35470fd9cd1e0e545b5a5e	{"lld-wrapper":"test-fail","embedded-book":"test-pass","book":"test-pass","reference":"test-pass","rust-by-example":"test-pass","cargo":"test-fail","cargotest":"test-fail","nomicon":"test-pass","rustbook":"test-fail","edition-guide":"test-pass"}
68cfd10587678f15d4035e8c025f56ef1e2eb827	{"embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","reference":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","nomicon":"test-pass","cargo":"test-fail","book":"test-pass","cargotest":"test-fail"}
c5775a776fd0ee5ae569ce51bed59c2acba32951	{"nomicon":"test-pass","cargo":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","reference":"test-pass","rustbook":"test-fail","cargotest":"test-fail","book":"test-pass","embedded-book":"test-pass"}
bb15db226ca9e4b8b6fc06c9a25079c837448ec2	{"cargotest":"test-fail","reference":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","cargo":"test-fail","rustbook":"test-fail","rust-by-example":"test-pass","embedded-book":"test-pass","book":"test-pass","lld-wrapper":"test-fail"}
7f0fa485a6ea1cc2f324d8412d749ed4ecfbce2a	{"rust-by-example":"test-pass","cargo":"test-fail","cargotest":"test-fail","nomicon":"test-pass","book":"test-pass","reference":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","embedded-book":"test-pass","edition-guide":"test-pass"}
d5573d708d548f07070f4052509cdd137a035e7f	{"edition-guide":"test-pass","rustbook":"test-fail","book":"test-pass","rust-by-example":"test-pass","embedded-book":"test-pass","reference":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","cargotest":"test-fail","cargo":"test-fail"}
fece303aeb1d2b845745bc3c067475619670a868	{"book":"test-pass","cargotest":"test-fail","nomicon":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","embedded-book":"test-pass","rust-by-example":"test-pass","cargo":"test-fail","reference":"test-pass","edition-guide":"test-pass"}
f00c1399987c60b4e884afc42f4aa6226855e9ae	{"rustbook":"test-fail","cargo":"test-fail","embedded-book":"test-pass","reference":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","book":"test-pass","rust-by-example":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass"}
4e5b31c2b0023dba53a1b2827f4b7ac42aaaa18f	{"edition-guide":"test-pass","nomicon":"test-pass","cargo":"test-fail","rust-by-example":"test-pass","book":"test-pass","reference":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","embedded-book":"test-pass","cargotest":"test-fail"}
b0d45536acf8be99036c6a1261359e3cf89f9d63	{"edition-guide":"test-pass","nomicon":"test-pass","reference":"test-pass","cargotest":"test-fail","book":"test-pass","cargo":"test-fail","rust-by-example":"test-pass","embedded-book":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail"}
e3abbd4994f72888f9e5e44dc89a4102e48c2a54	{"cargotest":"test-fail","embedded-book":"test-pass","edition-guide":"test-pass","reference":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","lld-wrapper":"test-fail","cargo":"test-fail"}
4e2116296cf48022e8be4caac71a7796015aa3d7	{"rust-by-example":"test-pass","cargo":"test-fail","book":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","cargotest":"test-fail","reference":"test-pass","embedded-book":"test-pass","nomicon":"test-pass"}
a5b2ac6906d2b688db4938f842057cde6054449c	{"book":"test-pass","reference":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","cargotest":"test-fail","nomicon":"test-pass","embedded-book":"test-pass","cargo":"test-fail","rust-by-example":"test-pass","edition-guide":"test-pass"}
cb956d913092ea9e2c7f25f11969512d77563758	{"cargotest":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","reference":"test-pass","embedded-book":"test-pass","cargo":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","book":"test-pass","edition-guide":"test-pass"}
a0c28cd9dc99d9acb015d06f6b27c640adad3550	{"embedded-book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","reference":"test-pass","lld-wrapper":"test-fail","book":"test-pass","cargotest":"test-fail","cargo":"test-fail","nomicon":"test-pass"}
c1d80ba9e28a9248158ab09fe593b0724647e642	{"embedded-book":"test-pass","rust-by-example":"test-pass","reference":"test-pass","cargo":"test-fail","rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","cargotest":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail"}
24bece8420cf28b12a4b11788346ac6913e23146	{"rust-by-example":"test-pass","book":"test-pass","reference":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","edition-guide":"test-pass","cargo":"test-fail","embedded-book":"test-pass","rustbook":"test-fail","nomicon":"test-pass"}
3767e315ac55a64c5b430ef367ee7d8f6e0dc145	{"embedded-book":"test-pass","cargo":"test-fail","book":"test-pass","edition-guide":"test-pass","nomicon":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","reference":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass"}
51a9df8c70d69a253f9e563e3e4370297ad1746a	{"cargo":"test-fail","book":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","embedded-book":"test-pass","edition-guide":"test-pass","reference":"test-pass","rustbook":"test-fail","cargotest":"test-fail"}
aeddd2ddfd35bb385dd36476fab326f40d57a131	{"embedded-book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","reference":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","book":"test-pass","cargo":"test-fail","cargotest":"test-fail","rust-by-example":"test-pass"}
25283f4e138866eed649fa6b18728c22662b2224	{"embedded-book":"test-pass","cargotest":"test-fail","rustbook":"test-fail","cargo":"test-fail","lld-wrapper":"test-fail","book":"test-pass","edition-guide":"test-pass","reference":"test-pass","nomicon":"test-pass","rust-by-example":"test-pass"}
ff902fff1fcf650c9c33164cf2533e4995637fe1	{"nomicon":"test-pass","cargotest":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail","embedded-book":"test-pass","rust-by-example":"test-pass","reference":"test-pass","cargo":"test-fail","book":"test-pass","rustbook":"test-fail"}
a991861ec9fd8aedffbe5744a8852c7c64dd40b2	{"reference":"test-pass","cargo":"test-fail","cargotest":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","edition-guide":"test-pass","rust-by-example":"test-pass","book":"test-pass","nomicon":"test-pass"}
f91c53d73820251cc222356dcb65586469cf2018	{"cargo":"test-fail","edition-guide":"test-pass","cargotest":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","rust-by-example":"test-pass","book":"test-pass","nomicon":"test-pass","reference":"test-pass","embedded-book":"test-pass"}
e2603e46b87c285d317802bf8759642b048cdc3f	{"cargo":"test-fail","cargotest":"test-fail","edition-guide":"test-pass","book":"test-pass","nomicon":"test-pass","reference":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail"}
ab45885dec2a6552cb060a5b7183653baaecd580	{"rustbook":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","reference":"test-pass","cargo":"test-fail","book":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail"}
f222a2dd8f6391e6433f57a7c5f1514166edbec1	{"rustbook":"test-fail","book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","embedded-book":"test-pass","nomicon":"test-pass","reference":"test-pass","edition-guide":"test-pass"}
b402182d4e0b00254c1afd0620547e2ee42ae336	{"cargo":"test-fail","embedded-book":"test-pass","reference":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail","book":"test-pass","nomicon":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass"}
af488be5f82b5e1010f7b52bc4fcda697793950d	{"embedded-book":"test-pass","cargo":"test-fail","reference":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","nomicon":"test-pass","lld-wrapper":"test-fail","book":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass"}
15e52b05ca8f63e0da27c808680388717e5b997e	{"reference":"test-pass","book":"test-pass","edition-guide":"test-pass","cargo":"test-fail","cargotest":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","embedded-book":"test-pass"}
8cfaf70c320297dd1831a12351fcfeab7a231328	{"book":"test-pass","embedded-book":"test-pass","cargo":"test-fail","edition-guide":"test-pass","nomicon":"test-pass","reference":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","cargotest":"test-fail","lld-wrapper":"test-fail"}
626a6ab93fafd01b37b1e26c96cb6eec0d39f3eb	{"cargotest":"test-fail","lld-wrapper":"test-fail","rustbook":"test-fail","embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","nomicon":"test-pass","reference":"test-pass","cargo":"test-fail","book":"test-pass"}
9c609ae158aab27f1e7df446de6f2c09414012a9	{"book":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","cargo":"test-fail","embedded-book":"test-pass","nomicon":"test-pass","reference":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail"}
04374cd74264b9d3b7d2d3df08ae38df8af4d020	{"edition-guide":"test-pass","nomicon":"test-pass","cargo":"test-fail","rust-by-example":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","embedded-book":"test-pass","rustbook":"test-fail","book":"test-pass","cargotest":"test-fail"}
ec08a0337f3556212525dbf1d3b41e19bdf27621	{"lld-wrapper":"test-fail","rustbook":"test-fail","nomicon":"test-pass","embedded-book":"test-pass","reference":"test-pass","edition-guide":"test-pass","rust-by-example":"test-pass","cargo":"test-fail","book":"test-pass","cargotest":"test-fail"}
bf1e3f31f95c0f75b9bf51a58e8684f750f919f2	{"cargo":"test-fail","reference":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","embedded-book":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","book":"test-pass"}
ce798a52c30528366764a5993783b4e9ccfa46ee	{"nomicon":"test-pass","book":"test-pass","cargo":"test-fail","edition-guide":"test-pass","cargotest":"test-fail","rustbook":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","rust-by-example":"test-pass"}
0af152d5d89e423e2bc8b812751c22efb82ea073	{"rust-by-example":"test-pass","embedded-book":"test-pass","lld-wrapper":"test-fail","cargo":"test-fail","book":"test-pass","reference":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","cargotest":"test-fail","nomicon":"test-pass"}
b14b0745ad4913a21f00795738c047d0107dff4a	{"book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","embedded-book":"test-pass","nomicon":"test-pass","cargo":"test-fail","rustbook":"test-fail","reference":"test-pass","edition-guide":"test-pass","rust-by-example":"test-pass"}
36ba87d3b34281e6bb90ac70ec018956e23de836	{"nomicon":"test-pass","cargotest":"test-fail","cargo":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","edition-guide":"test-pass","embedded-book":"test-pass","reference":"test-pass","rust-by-example":"test-pass","book":"test-pass"}
9df32ddd9124ce0e979f8c060486dde73fb751c1	{"embedded-book":"test-pass","reference":"test-pass","cargo":"test-fail","edition-guide":"test-pass","nomicon":"test-pass","rustbook":"test-fail","cargotest":"test-fail","lld-wrapper":"test-fail","rust-by-example":"test-pass","book":"test-pass"}
abfc6c44381fb033c6b3b0a6bfb804a799f39afd	{"nomicon":"test-pass","reference":"test-pass","book":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","cargo":"test-fail","edition-guide":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass"}
58e967a9cc3bd39122e8cb728e8cec6e3a4eeef2	{"reference":"test-pass","book":"test-pass","nomicon":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","cargotest":"test-fail","cargo":"test-fail","lld-wrapper":"test-fail"}
21305f4d5f32bcbc97f3b8e66dc23b03f3d948c4	{"lld-wrapper":"test-fail","reference":"test-pass","edition-guide":"test-pass","embedded-book":"test-pass","nomicon":"test-pass","book":"test-pass","rustbook":"test-fail","cargotest":"test-fail","rust-by-example":"test-pass","cargo":"test-fail"}
2a1af898b2cb535a45cefe67acf9d023eff16b27	{"nomicon":"test-pass","cargo":"test-fail","book":"test-pass","reference":"test-pass","rustbook":"test-fail","cargotest":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","embedded-book":"test-pass"}
49523e336055d4b6f229655ffeb8535d63e46388	{"cargotest":"test-fail","book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","reference":"test-pass","nomicon":"test-pass","cargo":"test-fail"}
53a03978a7402d20ce8254fa1493929d67e01d07	{"lld-wrapper":"test-fail","reference":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","cargotest":"test-fail","embedded-book":"test-pass","cargo":"test-fail","book":"test-pass"}
b89d7d6882532686fd90a89cec1a0fd386f0ade3	{"book":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","reference":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","cargo":"test-fail","lld-wrapper":"test-fail","nomicon":"test-pass"}
7cc5ac267f536ee2cf2f38961d9db8304a419d5a	{"rust-by-example":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","cargotest":"test-fail","nomicon":"test-pass","embedded-book":"test-pass","cargo":"test-fail","rustbook":"test-fail","reference":"test-pass","book":"test-pass"}
a989e25f1b87949a886eab3da10324d14189fe95	{"edition-guide":"test-pass","cargo":"test-fail","reference":"test-pass","nomicon":"test-pass","lld-wrapper":"test-fail","book":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail"}
33e796bbe1eaeadb3146060d7b47b97865582d52	{"nomicon":"test-pass","rust-by-example":"test-pass","embedded-book":"test-pass","lld-wrapper":"test-fail","book":"test-pass","rustbook":"test-fail","reference":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","cargo":"test-fail"}
3ec4b3bc8c18fc217cd8d90426024f1ec1fd4a6a	{"book":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","cargotest":"test-fail","cargo":"test-fail","reference":"test-pass","edition-guide":"test-pass","embedded-book":"test-pass"}
b58864120834b04876caa6798e7e323cf2674ed1	{"cargotest":"test-fail","cargo":"test-fail","book":"test-pass","embedded-book":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","reference":"test-pass","nomicon":"test-pass","lld-wrapper":"test-fail"}
24b78bb32be9e844f4afcecca7eec88bd880cac9	{"book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","rust-by-example":"test-pass","cargo":"test-fail","nomicon":"test-pass","rustbook":"test-fail","embedded-book":"test-pass","edition-guide":"test-pass","reference":"test-pass"}
9f5fc1bd443f59583e7af0d94d289f95fe1e20c4	{"embedded-book":"test-pass","nomicon":"test-pass","reference":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail","cargo":"test-fail","book":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail"}
c4f25777a08cd64b710e8a9a6159e67cbb35e6f5	{"embedded-book":"test-pass","reference":"test-pass","cargotest":"test-fail","book":"test-pass","cargo":"test-fail","rustbook":"test-fail","rust-by-example":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass"}
9229b1eab44046253971445be47423ef779b178f	{"nomicon":"test-pass","reference":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","cargotest":"test-fail","book":"test-pass","rustbook":"test-fail","cargo":"test-fail"}
585bb5e68d85c1e4f32da3e2499343372626a436	{"lld-wrapper":"test-fail","book":"test-pass","cargo":"test-fail","rustbook":"test-fail","edition-guide":"test-pass","nomicon":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","reference":"test-pass","embedded-book":"test-pass"}
ad8f601ca2ba6186de6e1b2b5f46f47e18013961	{"rustbook":"test-fail","rust-by-example":"test-pass","embedded-book":"test-pass","reference":"test-pass","book":"test-pass","cargotest":"test-fail","cargo":"test-fail","edition-guide":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass"}
1fb6947abc68683db05f837f07531a2f7d7ed8b3	{"lld-wrapper":"test-fail","embedded-book":"test-pass","rustbook":"test-fail","book":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","nomicon":"test-pass","cargo":"test-fail","reference":"test-pass","rust-by-example":"test-pass"}
9dc11a13fa848c1b09b7248c540528190dcb79c5	{"book":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","nomicon":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","embedded-book":"test-pass","cargo":"test-fail","edition-guide":"test-pass","reference":"test-pass"}
f9ba43ce147707fb90d038983789d8e57451eb6d	{"book":"test-pass","embedded-book":"test-pass","edition-guide":"test-pass","reference":"test-pass","cargotest":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail","nomicon":"test-pass","lld-wrapper":"test-fail"}
35e416303e6591a71ef6a91e006c602d2def3968	{"rust-by-example":"test-pass","edition-guide":"test-pass","reference":"test-pass","nomicon":"test-pass","embedded-book":"test-pass","book":"test-pass","lld-wrapper":"test-fail","cargotest":"test-fail","rustbook":"test-fail","cargo":"test-fail"}
270eb58631a277ece8c13398a089b9bff986cd50	{"embedded-book":"test-pass","lld-wrapper":"test-fail","edition-guide":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","book":"test-pass","cargo":"test-fail","nomicon":"test-pass","reference":"test-pass","rustbook":"test-fail"}
361f8ba847af0288b1beb3b84f6b7b4d3850bb43	{"nomicon":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","book":"test-pass","rust-by-example":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","cargo":"test-fail","edition-guide":"test-pass","reference":"test-pass"}
fe56bad2856b3071b902d1601215c8ddfc1c01a3	{"edition-guide":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","cargotest":"test-fail","rustbook":"test-fail","nomicon":"test-pass","rust-by-example":"test-pass","book":"test-pass","cargo":"test-fail","embedded-book":"test-pass"}
1accf068d8fa22f29437651283ea1f27058ed8ac	{"book":"test-pass","cargotest":"test-fail","nomicon":"test-pass","reference":"test-pass","rustbook":"test-fail","edition-guide":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","lld-wrapper":"test-fail","cargo":"test-fail"}
f4555ef5e14e8f0630fc5ad4e8efaef56d4acd4b	{"lld-wrapper":"test-fail","cargo":"test-fail","embedded-book":"test-pass","reference":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","book":"test-pass","rustbook":"test-fail","cargotest":"test-fail"}
d6b4d35d5e94f6a1577e0e645fb23afc84615a6c	{"rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","embedded-book":"test-pass","reference":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","cargo":"test-fail"}
96f62fce004d9bde59695ba786684924cb3b1f82	{"book":"test-pass","nomicon":"test-pass","cargotest":"test-fail","rustbook":"test-fail","lld-wrapper":"test-fail","cargo":"test-fail","reference":"test-pass","embedded-book":"test-pass","edition-guide":"test-pass","rust-by-example":"test-pass"}
dc348dbd90cf9f4c0bd1485b4c68aed60b32c433	{"nomicon":"test-pass","book":"test-pass","rustbook":"test-fail","cargotest":"test-fail","lld-wrapper":"test-fail","cargo":"test-fail","edition-guide":"test-pass","reference":"test-pass","rust-by-example":"test-pass","embedded-book":"test-pass"}
88d9b37a15b492b0abf59401e99b0809e2696921	{"nomicon":"test-pass","edition-guide":"test-pass","cargo":"test-fail","reference":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","book":"test-pass","lld-wrapper":"test-fail","cargotest":"test-fail"}
2f5df8a94bb3c5fae4e3fcbfc8ef20f1f976cb19	{"nomicon":"test-pass","edition-guide":"test-pass","book":"test-pass","reference":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail"}
91942134c67bf43ee007351c2a8e378b95623b2e	{"book":"test-pass","cargo":"test-fail","embedded-book":"test-pass","nomicon":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail","cargotest":"test-fail","reference":"test-pass","edition-guide":"test-pass"}
4b71f0303978581cb7444f0c493a0b35dab621e6	{"edition-guide":"test-pass","rustbook":"test-fail","cargo":"test-fail","reference":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","book":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass"}
b30b535124aabf7835a09fe1c07e469711964011	{"embedded-book":"test-pass","rustbook":"test-fail","book":"test-pass","cargotest":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","nomicon":"test-pass","reference":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail"}
784916ce245bab8c0a39524da4482684102baf38	{"embedded-book":"test-pass","nomicon":"test-pass","book":"test-pass","cargotest":"test-fail","reference":"test-pass","rust-by-example":"test-pass","rustbook":"test-fail","lld-wrapper":"test-fail","edition-guide":"test-pass","cargo":"test-fail"}
2bd81316f24c74fefd0064bdc3fad6bbba86adb9	{"rust-by-example":"test-pass","cargotest":"test-fail","edition-guide":"test-pass","rustbook":"test-fail","book":"test-pass","cargo":"test-fail","reference":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","embedded-book":"test-pass"}
dca2d1ff00bf96d244b1bb9a2117a92ec50ac71d	{"lld-wrapper":"test-fail","reference":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","rustbook":"test-fail","cargo":"test-fail","edition-guide":"test-pass","embedded-book":"test-pass","nomicon":"test-pass","book":"test-pass"}
8cbd2c847b682a3ce460a79fa7576ee2eb461a00	{"edition-guide":"test-pass","cargotest":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","rust-by-example":"test-pass","reference":"test-pass","cargo":"test-fail"}
2c468b77e105e57c622e80d9a91d92a9c37275a5	{"lld-wrapper":"test-fail","cargotest":"test-fail","embedded-book":"test-pass","rustbook":"test-fail","cargo":"test-fail","edition-guide":"test-pass","book":"test-pass","nomicon":"test-pass","rust-by-example":"test-pass","reference":"test-pass"}
008c21c9779fd1e3632d9fe908b8afc0c421b26c	{"book":"test-pass","cargotest":"test-fail","cargo":"test-fail","rust-by-example":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","nomicon":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","embedded-book":"test-pass"}
e51c5ea16f84ef811bf0aecbdc0ac48821d52cc9	{"book":"test-pass","edition-guide":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","reference":"test-pass","rustbook":"test-fail","cargo":"test-fail","embedded-book":"test-pass"}
b1b244da6527cf2ba36e88d02275f4c64a0c90d8	{"rust-by-example":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","reference":"test-pass","lld-wrapper":"test-fail","edition-guide":"test-pass","rustbook":"test-fail","nomicon":"test-pass","cargo":"test-fail","book":"test-pass"}
59a8294849358a878a72358aa6d5fe5b9d312867	{"rustbook":"test-fail","cargotest":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail","nomicon":"test-pass","reference":"test-pass","edition-guide":"test-pass","cargo":"test-fail","rust-by-example":"test-pass","book":"test-pass"}
8c79e8d756fdfffcb83b007ef91e13501c15b4cd	{"cargo":"test-fail","reference":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","nomicon":"test-pass","book":"test-pass","cargotest":"test-fail","embedded-book":"test-pass","lld-wrapper":"test-fail"}
ac02e403803e10b45ee8ec0faeb3b4468740f3e6	{"rustbook":"test-fail","edition-guide":"test-pass","embedded-book":"test-pass","cargotest":"test-fail","book":"test-pass","lld-wrapper":"test-fail","reference":"test-pass","cargo":"test-fail","nomicon":"test-pass","rust-by-example":"test-pass"}
cec1940b1cfc92a766635a2117bd856d98be10a8	{"cargo":"test-fail","nomicon":"test-pass","edition-guide":"test-pass","rustbook":"test-fail","reference":"test-pass","book":"test-pass","lld-wrapper":"test-fail","rust-by-example":"test-pass","cargotest":"test-fail","embedded-book":"test-pass"}
26089ba0a2d9dab8381ccb0d7b99e704bc5cb3ed	{"embedded-book":"test-pass","cargotest":"test-fail","lld-wrapper":"test-fail","edition-guide":"test-pass","rust-by-example":"test-pass","nomicon":"test-pass","cargo":"test-fail","book":"test-pass","reference":"test-pass","rustbook":"test-fail"}
d0172f44523c555494946d64fe220fcfa519310d	{"nomicon":"test-pass","rustbook":"test-fail","cargotest":"test-fail","reference":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","book":"test-pass","cargo":"test-fail"}
61efe9d2981b87ec7f2800d62f98c594de151713	{"rustbook":"test-fail","cargo":"test-fail","edition-guide":"test-pass","nomicon":"test-pass","lld-wrapper":"test-fail","book":"test-pass","cargotest":"test-fail","rust-by-example":"test-pass","reference":"test-pass","embedded-book":"test-pass"}
7659abc63d33223fa366c8781c81698e28a21e6c	{"rustbook":"test-fail","nomicon":"test-pass","cargo":"test-fail","lld-wrapper":"test-fail","reference":"test-pass","embedded-book":"test-pass","rust-by-example":"test-pass","edition-guide":"test-pass","book":"test-pass","cargotest":"test-fail"}
82c2eb48ee275638b437fa2a044e9d44de0ca0c6	{"lld-wrapper":"test-fail","cargotest":"test-fail","embedded-book":"test-pass","book":"test-pass","nomicon":"test-pass","rustbook":"test-fail","rust-by-example":"test-pass","cargo":"test-fail","reference":"test-pass","edition-guide":"test-pass"}
d64c84562f634efde5eb5506942b6af293d8358d	{"reference":"test-pass","rust-by-example":"test-pass","cargotest":"test-fail","embedded-book":"test-pass","cargo":"test-fail","book":"test-pass","edition-guide":"test-pass","lld-wrapper":"test-fail","rustbook":"test-fail","nomicon":"test-pass"}
